page_id,year,document_id,document_page_number,printed_label,section,page_type,page_type_raw,confidence,free_text,row_count,uncertainty_count,page_image_path,source_json_path,tesseract_text_path
page:2022-15:0079,2022,2022-15,79,Page 79 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-079.jpg,docs/2022-15/text/page-079.json,docs/2022-15/tess/page-079.txt
page:2022-15:0080,2022,2022-15,80,Page 80 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-080.jpg,docs/2022-15/text/page-080.json,docs/2022-15/tess/page-080.txt
page:2022-15:0081,2022,2022-15,81,Page 81 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-081.jpg,docs/2022-15/text/page-081.json,docs/2022-15/tess/page-081.txt
page:2022-15:0082,2022,2022-15,82,Page 82 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-082.jpg,docs/2022-15/text/page-082.json,docs/2022-15/tess/page-082.txt
page:2022-15:0083,2022,2022-15,83,Page 83 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-083.jpg,docs/2022-15/text/page-083.json,docs/2022-15/tess/page-083.txt
page:2022-15:0084,2022,2022-15,84,Page 84 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-084.jpg,docs/2022-15/text/page-084.json,docs/2022-15/tess/page-084.txt
page:2022-15:0085,2022,2022-15,85,Page 85 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-085.jpg,docs/2022-15/text/page-085.json,docs/2022-15/tess/page-085.txt
page:2022-15:0086,2022,2022-15,86,Page 86 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-086.jpg,docs/2022-15/text/page-086.json,docs/2022-15/tess/page-086.txt
page:2022-15:0087,2022,2022-15,87,Page 87 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-087.jpg,docs/2022-15/text/page-087.json,docs/2022-15/tess/page-087.txt
page:2022-15:0088,2022,2022-15,88,Page 88 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-088.jpg,docs/2022-15/text/page-088.json,docs/2022-15/tess/page-088.txt
page:2022-15:0089,2022,2022-15,89,Page 89 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-089.jpg,docs/2022-15/text/page-089.json,docs/2022-15/tess/page-089.txt
page:2022-15:0090,2022,2022-15,90,Page 90 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-090.jpg,docs/2022-15/text/page-090.json,docs/2022-15/tess/page-090.txt
page:2022-15:0091,2022,2022-15,91,Page 91 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-091.jpg,docs/2022-15/text/page-091.json,docs/2022-15/tess/page-091.txt
page:2022-15:0092,2022,2022-15,92,Page 92 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-092.jpg,docs/2022-15/text/page-092.json,docs/2022-15/tess/page-092.txt
page:2022-15:0093,2022,2022-15,93,Page 93 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,24,1,docs/2022-15/pages/page-093.jpg,docs/2022-15/text/page-093.json,docs/2022-15/tess/page-093.txt
page:2022-15:0094,2022,2022-15,94,Page 94 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,,25,1,docs/2022-15/pages/page-094.jpg,docs/2022-15/text/page-094.json,docs/2022-15/tess/page-094.txt
page:2022-15:0095,2022,2022-15,95,Page 95 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,,25,1,docs/2022-15/pages/page-095.jpg,docs/2022-15/text/page-095.json,docs/2022-15/tess/page-095.txt
page:2022-15:0096,2022,2022-15,96,Page 96 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-096.jpg,docs/2022-15/text/page-096.json,docs/2022-15/tess/page-096.txt
page:2022-15:0097,2022,2022-15,97,Page 97 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-097.jpg,docs/2022-15/text/page-097.json,docs/2022-15/tess/page-097.txt
page:2022-15:0098,2022,2022-15,98,Page 98 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,1,docs/2022-15/pages/page-098.jpg,docs/2022-15/text/page-098.json,docs/2022-15/tess/page-098.txt
page:2022-15:0099,2022,2022-15,99,Page 99 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,2,docs/2022-15/pages/page-099.jpg,docs/2022-15/text/page-099.json,docs/2022-15/tess/page-099.txt
page:2022-15:0100,2022,2022-15,100,Page 100 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,3,docs/2022-15/pages/page-100.jpg,docs/2022-15/text/page-100.json,docs/2022-15/tess/page-100.txt
page:2022-15:0101,2022,2022-15,101,Page 101 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,24,3,docs/2022-15/pages/page-101.jpg,docs/2022-15/text/page-101.json,docs/2022-15/tess/page-101.txt
page:2022-15:0102,2022,2022-15,102,Page 102 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,4,docs/2022-15/pages/page-102.jpg,docs/2022-15/text/page-102.json,docs/2022-15/tess/page-102.txt
page:2022-15:0103,2022,2022-15,103,Page 103 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,25,4,docs/2022-15/pages/page-103.jpg,docs/2022-15/text/page-103.json,docs/2022-15/tess/page-103.txt
page:2022-15:0104,2022,2022-15,104,Page 104 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,high,,4,1,docs/2022-15/pages/page-104.jpg,docs/2022-15/text/page-104.json,docs/2022-15/tess/page-104.txt
page:2022-15:0105,2022,2022-15,105,Page 105 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,23,2,docs/2022-15/pages/page-105.jpg,docs/2022-15/text/page-105.json,docs/2022-15/tess/page-105.txt
page:2022-15:0106,2022,2022-15,106,Page 106 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,23,2,docs/2022-15/pages/page-106.jpg,docs/2022-15/text/page-106.json,docs/2022-15/tess/page-106.txt
page:2022-15:0107,2022,2022-15,107,Page 107 of 367,"SCHEDULE A - ASSETS & ""UNEARNED INCOME""",schedule_a,schedule_a,medium,,14,2,docs/2022-15/pages/page-107.jpg,docs/2022-15/text/page-107.json,docs/2022-15/tess/page-107.txt
page:2022-15:0108,2022,2022-15,108,Page 108 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,medium,,26,1,docs/2022-15/pages/page-108.jpg,docs/2022-15/text/page-108.json,docs/2022-15/tess/page-108.txt
page:2022-15:0109,2022,2022-15,109,Page 109 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,medium,,28,2,docs/2022-15/pages/page-109.jpg,docs/2022-15/text/page-109.json,docs/2022-15/tess/page-109.txt
page:2022-15:0110,2022,2022-15,110,Page 110 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,medium,,28,1,docs/2022-15/pages/page-110.jpg,docs/2022-15/text/page-110.json,docs/2022-15/tess/page-110.txt
page:2022-15:0111,2022,2022-15,111,Page 111 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,medium,,29,3,docs/2022-15/pages/page-111.jpg,docs/2022-15/text/page-111.json,docs/2022-15/tess/page-111.txt
page:2022-15:0112,2022,2022-15,112,Page 112 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,medium,,29,3,docs/2022-15/pages/page-112.jpg,docs/2022-15/text/page-112.json,docs/2022-15/tess/page-112.txt
page:2022-15:0113,2022,2022-15,113,Page 113 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,medium,,29,2,docs/2022-15/pages/page-113.jpg,docs/2022-15/text/page-113.json,docs/2022-15/tess/page-113.txt
page:2022-15:0114,2022,2022-15,114,Page 114 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,medium,,28,1,docs/2022-15/pages/page-114.jpg,docs/2022-15/text/page-114.json,docs/2022-15/tess/page-114.txt
page:2022-15:0115,2022,2022-15,115,Page 115 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,medium,,29,3,docs/2022-15/pages/page-115.jpg,docs/2022-15/text/page-115.json,docs/2022-15/tess/page-115.txt
page:2022-15:0116,2022,2022-15,116,Page 116 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,medium,,29,1,docs/2022-15/pages/page-116.jpg,docs/2022-15/text/page-116.json,docs/2022-15/tess/page-116.txt
page:2022-15:0117,2022,2022-15,117,Page 117 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,medium,,29,3,docs/2022-15/pages/page-117.jpg,docs/2022-15/text/page-117.json,docs/2022-15/tess/page-117.txt
page:2022-15:0118,2022,2022-15,118,Page 118 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,medium,,28,1,docs/2022-15/pages/page-118.jpg,docs/2022-15/text/page-118.json,docs/2022-15/tess/page-118.txt
page:2022-15:0119,2022,2022-15,119,Page 119 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,medium,,29,5,docs/2022-15/pages/page-119.jpg,docs/2022-15/text/page-119.json,docs/2022-15/tess/page-119.txt
page:2022-15:0120,2022,2022-15,120,Page 120 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,high,,29,0,docs/2022-15/pages/page-120.jpg,docs/2022-15/text/page-120.json,docs/2022-15/tess/page-120.txt
page:2022-15:0121,2022,2022-15,121,Page 121 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,medium,,29,2,docs/2022-15/pages/page-121.jpg,docs/2022-15/text/page-121.json,docs/2022-15/tess/page-121.txt
page:2022-15:0122,2022,2022-15,122,Page 122 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,high,,11,0,docs/2022-15/pages/page-122.jpg,docs/2022-15/text/page-122.json,docs/2022-15/tess/page-122.txt
page:2022-15:0123,2022,2022-15,123,Page 123 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,high,,29,0,docs/2022-15/pages/page-123.jpg,docs/2022-15/text/page-123.json,docs/2022-15/tess/page-123.txt
page:2022-15:0124,2022,2022-15,124,Page 124 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,medium,,30,1,docs/2022-15/pages/page-124.jpg,docs/2022-15/text/page-124.json,docs/2022-15/tess/page-124.txt
page:2022-15:0125,2022,2022-15,125,Page 125 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,high,,30,0,docs/2022-15/pages/page-125.jpg,docs/2022-15/text/page-125.json,docs/2022-15/tess/page-125.txt
page:2022-15:0126,2022,2022-15,126,Page 126 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,high,,30,0,docs/2022-15/pages/page-126.jpg,docs/2022-15/text/page-126.json,docs/2022-15/tess/page-126.txt
page:2022-15:0127,2022,2022-15,127,Page 127 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,medium,,30,2,docs/2022-15/pages/page-127.jpg,docs/2022-15/text/page-127.json,docs/2022-15/tess/page-127.txt
page:2022-15:0128,2022,2022-15,128,Page 128 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,high,,30,0,docs/2022-15/pages/page-128.jpg,docs/2022-15/text/page-128.json,docs/2022-15/tess/page-128.txt
page:2022-15:0129,2022,2022-15,129,Page 129 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,high,,30,0,docs/2022-15/pages/page-129.jpg,docs/2022-15/text/page-129.json,docs/2022-15/tess/page-129.txt
page:2022-15:0130,2022,2022-15,130,Page 130 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,high,,30,0,docs/2022-15/pages/page-130.jpg,docs/2022-15/text/page-130.json,docs/2022-15/tess/page-130.txt
page:2022-15:0131,2022,2022-15,131,Page 131 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,high,,30,0,docs/2022-15/pages/page-131.jpg,docs/2022-15/text/page-131.json,docs/2022-15/tess/page-131.txt
page:2022-15:0132,2022,2022-15,132,Page 132 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,medium,,30,1,docs/2022-15/pages/page-132.jpg,docs/2022-15/text/page-132.json,docs/2022-15/tess/page-132.txt
page:2022-15:0133,2022,2022-15,133,Page 133 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,high,,30,0,docs/2022-15/pages/page-133.jpg,docs/2022-15/text/page-133.json,docs/2022-15/tess/page-133.txt
page:2022-15:0134,2022,2022-15,134,Page 134 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,medium,,30,8,docs/2022-15/pages/page-134.jpg,docs/2022-15/text/page-134.json,docs/2022-15/tess/page-134.txt
page:2022-15:0135,2022,2022-15,135,Page 135 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,high,,30,1,docs/2022-15/pages/page-135.jpg,docs/2022-15/text/page-135.json,docs/2022-15/tess/page-135.txt
page:2022-15:0136,2022,2022-15,136,Page 136 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,high,,30,1,docs/2022-15/pages/page-136.jpg,docs/2022-15/text/page-136.json,docs/2022-15/tess/page-136.txt
page:2022-15:0137,2022,2022-15,137,Page 137 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,high,,30,0,docs/2022-15/pages/page-137.jpg,docs/2022-15/text/page-137.json,docs/2022-15/tess/page-137.txt
page:2022-15:0138,2022,2022-15,138,Page 138 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,high,,30,0,docs/2022-15/pages/page-138.jpg,docs/2022-15/text/page-138.json,docs/2022-15/tess/page-138.txt
page:2022-15:0139,2022,2022-15,139,Page 139 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,high,,30,0,docs/2022-15/pages/page-139.jpg,docs/2022-15/text/page-139.json,docs/2022-15/tess/page-139.txt
page:2022-15:0140,2022,2022-15,140,Page 140 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,high,,30,0,docs/2022-15/pages/page-140.jpg,docs/2022-15/text/page-140.json,docs/2022-15/tess/page-140.txt
page:2022-15:0141,2022,2022-15,141,Page 141 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,high,,30,0,docs/2022-15/pages/page-141.jpg,docs/2022-15/text/page-141.json,docs/2022-15/tess/page-141.txt
page:2022-15:0142,2022,2022-15,142,Page 142 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,medium,,30,2,docs/2022-15/pages/page-142.jpg,docs/2022-15/text/page-142.json,docs/2022-15/tess/page-142.txt
page:2022-15:0143,2022,2022-15,143,Page 143 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,high,,30,0,docs/2022-15/pages/page-143.jpg,docs/2022-15/text/page-143.json,docs/2022-15/tess/page-143.txt
page:2022-15:0144,2022,2022-15,144,Page 144 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,high,,30,0,docs/2022-15/pages/page-144.jpg,docs/2022-15/text/page-144.json,docs/2022-15/tess/page-144.txt
page:2022-15:0145,2022,2022-15,145,Page 145 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,high,,30,0,docs/2022-15/pages/page-145.jpg,docs/2022-15/text/page-145.json,docs/2022-15/tess/page-145.txt
page:2022-15:0146,2022,2022-15,146,Page 146 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,high,,30,0,docs/2022-15/pages/page-146.jpg,docs/2022-15/text/page-146.json,docs/2022-15/tess/page-146.txt
page:2022-15:0147,2022,2022-15,147,Page 147 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,medium,,30,2,docs/2022-15/pages/page-147.jpg,docs/2022-15/text/page-147.json,docs/2022-15/tess/page-147.txt
page:2022-15:0148,2022,2022-15,148,Page 148 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,medium,,30,2,docs/2022-15/pages/page-148.jpg,docs/2022-15/text/page-148.json,docs/2022-15/tess/page-148.txt
page:2022-15:0149,2022,2022-15,149,Page 149 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,high,,28,0,docs/2022-15/pages/page-149.jpg,docs/2022-15/text/page-149.json,docs/2022-15/tess/page-149.txt
page:2022-15:0150,2022,2022-15,150,Page 150 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,high,,30,0,docs/2022-15/pages/page-150.jpg,docs/2022-15/text/page-150.json,docs/2022-15/tess/page-150.txt
page:2022-15:0151,2022,2022-15,151,Page 151 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,high,,30,0,docs/2022-15/pages/page-151.jpg,docs/2022-15/text/page-151.json,docs/2022-15/tess/page-151.txt
page:2022-15:0152,2022,2022-15,152,Page 152 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,high,,30,0,docs/2022-15/pages/page-152.jpg,docs/2022-15/text/page-152.json,docs/2022-15/tess/page-152.txt
page:2022-15:0153,2022,2022-15,153,Page 153 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,medium,,30,2,docs/2022-15/pages/page-153.jpg,docs/2022-15/text/page-153.json,docs/2022-15/tess/page-153.txt
page:2022-15:0154,2022,2022-15,154,Page 154 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,medium,,30,2,docs/2022-15/pages/page-154.jpg,docs/2022-15/text/page-154.json,docs/2022-15/tess/page-154.txt
page:2022-15:0155,2022,2022-15,155,Page 155 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,medium,,30,3,docs/2022-15/pages/page-155.jpg,docs/2022-15/text/page-155.json,docs/2022-15/tess/page-155.txt
page:2022-15:0156,2022,2022-15,156,Page 156 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,medium,,30,2,docs/2022-15/pages/page-156.jpg,docs/2022-15/text/page-156.json,docs/2022-15/tess/page-156.txt
page:2022-15:0157,2022,2022-15,157,Page 157 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,medium,,30,2,docs/2022-15/pages/page-157.jpg,docs/2022-15/text/page-157.json,docs/2022-15/tess/page-157.txt
page:2022-15:0158,2022,2022-15,158,Page 158 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,high,,30,0,docs/2022-15/pages/page-158.jpg,docs/2022-15/text/page-158.json,docs/2022-15/tess/page-158.txt
page:2022-15:0159,2022,2022-15,159,Page 159 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,medium,,30,1,docs/2022-15/pages/page-159.jpg,docs/2022-15/text/page-159.json,docs/2022-15/tess/page-159.txt
page:2022-15:0160,2022,2022-15,160,Page 160 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,high,,30,0,docs/2022-15/pages/page-160.jpg,docs/2022-15/text/page-160.json,docs/2022-15/tess/page-160.txt
page:2022-15:0161,2022,2022-15,161,Page 161 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,medium,,30,2,docs/2022-15/pages/page-161.jpg,docs/2022-15/text/page-161.json,docs/2022-15/tess/page-161.txt
page:2022-15:0162,2022,2022-15,162,Page 162 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,medium,,28,2,docs/2022-15/pages/page-162.jpg,docs/2022-15/text/page-162.json,docs/2022-15/tess/page-162.txt
page:2022-15:0163,2022,2022-15,163,Page 163 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,high,,30,1,docs/2022-15/pages/page-163.jpg,docs/2022-15/text/page-163.json,docs/2022-15/tess/page-163.txt
page:2022-15:0164,2022,2022-15,164,Page 164 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,high,,30,0,docs/2022-15/pages/page-164.jpg,docs/2022-15/text/page-164.json,docs/2022-15/tess/page-164.txt
page:2022-15:0165,2022,2022-15,165,Page 165 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,medium,,30,1,docs/2022-15/pages/page-165.jpg,docs/2022-15/text/page-165.json,docs/2022-15/tess/page-165.txt
page:2022-15:0166,2022,2022-15,166,Page 166 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,medium,,30,1,docs/2022-15/pages/page-166.jpg,docs/2022-15/text/page-166.json,docs/2022-15/tess/page-166.txt
page:2022-15:0167,2022,2022-15,167,Page 167 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,medium,,30,1,docs/2022-15/pages/page-167.jpg,docs/2022-15/text/page-167.json,docs/2022-15/tess/page-167.txt
page:2022-15:0168,2022,2022-15,168,Page 168 of 367,SCHEDULE B - TRANSACTIONS,schedule_b,schedule_b,medium,,30,1,docs/2022-15/pages/page-168.jpg,docs/2022-15/text/page-168.json,docs/2022-15/tess/page-168.txt
